Date,Time(UTC),Time(IST),Lat,Lang,Depth(KM),Magnitude,Region
2016-08-03,18:31:23,00:01:23/2016-08-04,28.5 °N,95.5 °E,20,3.4,"Lower Dibang, Arunachal Pradesh"
2016-08-03,18:31:23,00:01:23/2016-08-04,28.5 °N,95.5 °E,20,3.4,"Lower Dibang, Arunachal Pradesh"
2016-08-02,02:24:37,07:54:37,24.5 °N,94.4 °E,76,3.5,"MANIPUR , UKHRUL"
2016-08-01,13:38:32,19:08:32,31.4 °N,77.6 °E,10,3.6,"Shimla-Kullu Border, Himachal Pradesh"
2016-08-01,12:34:53,18:04:53,30.9 °N,77.1 °E,10,3.0,"Solan, Himachal Pradesh"
2016-08-01,10:01:08,15:31:08,21.2 °N,94.7 °E,120,5.7,Myanmar
2016-08-01,08:16:10,13:46:10,26.8 °N,90.3 °E,10,4.2,"Kokrajhar, Assam"
2016-07-30,20:37:01,2:07:01/2016-07-31,24.7 °N,94.3 °E,90,4,"MANIPUR , UKHRUL"
2016-07-29,21:18:25,02:48:25/2016-07-30,18.6 °N,145.6 °E,190,7.6,Mariana Islands.
2016-07-27,16:54:27,22:24:27,24.7 °N,94.2 °E,30,4.4,"Ukhrul, Manipur"
2016-07-26,06:06:47,11:36:47,26.3 °N,92.5 °E,10,4.0,"Marigaon, Assam"
2016-07-25,19:38:45,01:08:45/2016-07-26,2.9 °S,148.1 °E,10,6.2,Papua New Guinea
2016-07-25,17:26:49,22:56:49,26.1 °S,70.6 °W,65,6.0,Near Coast of Northern Chile
2016-07-25,06:36:53,12:06:53,36.3 °N,70.3 °E,200,4.3,"HINDU KUSH REGION, AFGHANISTAN"
2016-07-24,15:33:11,21:03:11,13.3 °N,93.2 °E,30,4.4,Andman Islands
2016-07-21,14:42:07,20:12:07,31.48 °N,77.67 °E,05,3.5,"Kullu, Himachal Pradesh."
2016-07-17,11:54:55,17:24:55,31.1 °N,74.3 °E,15,4.6,India (Punjab)- Pakistan Border Region
2016-07-17,03:55:01,09:25:01,21.7 °N,72.5 °E,10,4.5,Gujarat
2016-07-17,02:31:52,08:01:52,24.2 °N,94.2 °E,10,3.2,Manipur Chandel
2016-07-15,05:51:25,11:21:25,26.5 °N,93.3 °E,30,3.0,"Distt. Karbi Anglong, Assam."
2016-07-14,06:54:25,12:24:25,35.5°N,77.4 °E,10,4.6,Jammu And Kashmir
2016-07-11,02:11:03,07:41:03,0.5 °N,79.7 °W,10,6.2,Near Coast of Ecuador
2016-07-09,20:42:08,02:12:08/10-07,30.5 °N,79.3 °E,10,3.9,"Chamoli, Uttarakhand"
2016-07-07,22:24:02,03:54:02/08-07,26.8 °N,89.5 °E,40,3.3,"Jalpaiguri,West Bengal"
2016-07-07,08:59:38,14:29:38,28.2 °N,84.2 °E,10,4.0,Nepal
2016-07-05,06:25:00,11:55:00,25.2 °N,94.3 °E,40,3.8,"Ukhrul,Manipur"
2016-07-04,03:31:13,09:01:13,26.1 °N,94.2 °E,94,3.0,Nagaland
2016-07-02,13:29:28,18:59:28,25.1 °N,94.2 °E,36,3.6,"Senapati,Manipur"
2016-07-02,00:23:49,05:53:49,29.4 °N,81.1 °E,10,4.0,Nepal
2016-07-01,19:22:40,00:52:40/02-7,24.9 °N,95.2 °E,105,5.0,Myanmar
2016-07-01,00:31:50,06:01:50,24.1 °N,93.3 °E,10,3.3,"Churachandpur,Manipur"
2016-06-29,09:27:02,14:57:02,29.2 °N,81.1 °E,10,3.9,Nepal
2016-06-28,14:15:38,19:45:38,24.7 °N,92.3 °E,10,3.3,"Karimganj,Assam"
2016-06-27,07:22:13,12:52:13,23.3 °N,94 °E,5,4.2,India(Mizoram)- Mayanmar Border Region
2016-06-27,00:27:44,05:57:44,22.6 °N,92.0 °E,20,5.0,Bangladesh
2016-06-26,11:17:12,16:47:12,39.3 °N,73.4 °E,17,6.5,Tajikistan-Xinjiang Border Region
2016-06-25,04:03:51,09:33:51,27.3 °N,95.2 °E,5,3.5,"Dibrugarh,Assam"
2016-06-24,23:01:16,04:31:16,24.1 °N,93.6 °E,10,3.1,"Churachandpur, Manipur"
2016-06-23,11:35:36,17:05:36,36.4 °N,70.7 °E,170,5.5,"Hindu Kush Region, Afganistan"
2016-06-22,21:55:23,03:25:23/23-06-2016,24.5 °N,94.4 °E,11,3.9,"Ukhrul,Manipur"
2016-06-21,16:47:11,22:17:11,35.7 °N,74.0 °E,33,4.5,Jammu and Kashmir
2016-06-19,09:47:35,15:17:35,20.5°S,168.7°E,10,6.5,Vanuatu
2016-06-14,13:49:23,19:19:23,18.7°S,168.8°E,107,6.1,Vanuatu Islands
2016-06-14,12:54:24,18:24:24,25.1 °N,92.3°E,10,3.2,India(Meghalaya)- Bangladesh Border Region
2016-06-13,23:27:44,04:57:44,27.7 °N,84.6 °E,10,4.2,Nepal-India Border Region
2016-06-13,19:22:42,00:52:42,27.6 °N,92.7 °E,10,3.5,"East Kameng, Arunachal Pradesh"
2016-06-12,11:20:22,16:50:22,17.2 °N,73.9 °E,16,3.5,"Koyna,Maharashtra"
2016-06-11,18:12:22,23:42:22,25.8 °N,95.0 °E,75,4.5,"Tuensung, Nagaland"
2016-06-09,16:17:32,21:47:32,27.5 °N,92.7 °E,10,3.5,"West Kameng, Arunachal Pradesh"
2016-06-07,20:10:37,01:40:37,29.9 °N,80.2 °E,10,3.5,"Pithoragarh, Uttarakhand"
2016-06-07,12:01:13,17:31:13,27.4 °N,92.7 °E,5,3.8,"West Kameng, Arunachal Pradesh"
2016-06-06,12:17:53,17:47:53,27.8 °N,94.1 °E,10,3.5,"Kamalabari, Arunachal Pradesh, India"
2016-06-01,22:56:02,04:26:02/02-06,2.0 °S,100.7 °E,50,6.5,"Southern Sumatra,Indonesia"
2016-05-30,22:39:25,04:09:25/31-05,25.1 °N,93.2 °E,10,3.2,"North Cachar Hills,Assam"
2016-05-28,09:46:59,15:16:59,56.2 °S,26.8 °W,78,7.0,South Sandwich Islands
2016-05-28,09:39:16,15:09:16,27.8 °N,85.1 °E,35,5.0,Nepal
2016-05-28,05:38:48,11:08:48,21.9 °S,178.2 °W,380,6.5,Fiji Islands
2016-05-27,04:08:43,09:38:43,20.7 °S,178.7 °W,550,6.4,Fiji Islands
2016-05-24,12:35:15,18:05:15,26.2 °N,92.4 °E,10,3.2,"Marigaon, Assam"
2016-05-21,11:30:23,17:00:23,17.3 °N,73.8 °E,03,3.6,"Koyna Region, Maharashtra"
2016-05-20,13:36:18,19:06:18,24.9 °N,92.3 °E,25,3.2,India(Assam)-Bangladesh Border
2016-05-19,18:07:25,23:37:25,17.3 °N,73.9 °E,15,3.5,"Koyna Region, Maharashtra"
2016-05-18,19:17:42,00:47:42/19-05,17.3 °N,73.7 °E,05,4.0,"Koyna Region, Maharashtra"
2016-05-18,17:29:38,22:59:38,17.3 °N,73.9 °E,15,3.7,"Koyna Region, Maharashtra"
2016-05-18,16:46:43,22:16:43,00.4 °N,79.7 °W,50,6.8,Near coast of Equador
2016-05-18,13:23:24,18:53:24,17.3 °N,73.7 °E,05,3.9,"Koyna Region, Maharashtra"
2016-05-18,08:27:06,13:57:06,25.6 °N,91.6 °E,15,3.0,"West Khasi Hills,Meghalaya"
2016-05-18,07:57:03,13:27:03,0.5 °N,79.8 °W,36,6.5,Near Coast Of Ecuador
2016-05-17,10:12:32,15:42:32,26.2 °N,88.8 °E,08,3.5,India (West Bengal)-Bangladesh Border
2016-05-16,18:03:47,23:33:47,26.0 °N,90.5 °E,10,3.5,"Goalpara,Assam"
2016-05-15,06:56:04,12:26:04,23.2 °N,70.1 °E,10,3.4,Kachchh Gujarat
2016-05-14,22:45:56,04:15:56/15-05,27.7 °N,85.3 °E,10,4.3,Nepal
2016-05-13,06:59:31,12:29:31,30.6 °N,66.7 °E,10,5.2,Pakistan
2016-05-12,16:59:46,22:29:46,24.5 °N,72.2 °E,5,3.0,"Banas kantha, Gujarat"
2016-05-12,11:56:45,17:26:45,25.1 °N,94.0 °E,10,3.3,"Senapati,Manipur."
2016-05-12,07:54:13,13:24:13,24.3 °N,94.2 °E,60,4.9,"Chandel,Manipur"
2016-05-11,08:52:46,14:22:46,27.9 °N,84.6 °E,23,4.5,Nepal
2016-05-11,01:15:51,06:45:51,32.0 °N,95.0 °E,10,5.5,Tibet
2016-05-09,16:03:48,21:33:48,11.5 °N,91.5 °E,10,5.3,Andaman Islands
2016-05-09,06:12:02,11:42:02,26.2 °N,92.8 °E,24,3.0,"Nagaon, Assam"
2016-05-07,09:43:39,15:13:39,25.5 °N,91.9 °E,10,4.0,"East Khasi Hills,Meghalaya"
2016-05-06,15:14:07,20:44:07,26.6 °N,92.4 °E,10,3.0,"Sonitpur,Assam"
2016-05-06,08:36:18,14:06:18,28.1 °N,92.3 °E,20,3.8,China-India Border Region
2016-05-06,06:55:40,12:25:40,26.3 °N,92.6 °E,10,3.0,"Nagaon, Assam"
2016-05-05,18:00:30,23:30:30,30.4 °N,80.1 °E,15,4.1,"Pithoragarh, Uttarakhand"
2016-04-29,01:33:38,07:03:38,10.1 °N,103.9 °W,10,6.5,Northern East Pacific Rise
2016-04-28,19:33:23,01:03:23/29-04,16.1 °S,167.5 °E,10,7.0,Vanuatu Islands
2016-04-24,21:43:09,03:13:09/25-04,37.0 °N,71.7 °E,100,5.2,Afghanistan-Tajakistan Border
2016-04-23,20:31:01,02:01:01/24-04,28.7 °N,85.1 °E,150,4.6,Nepal
2016-04-19,20:32:58,02:02:58/20-04,10.3 °N,93.8 °E,10,5.1,Andaman Islands
2016-04-19,01:14:46,06:44:46,24.8 °N,92.7 °E,10,3.7,"Cachar,Assam"
2016-04-16,23:58:36,05:28:36/17-4,0.4 °N,79.9 °W,10,7.4,Near Coast of Ecuador
2016-04-15,16:25:10,21:55:10,32.9 °N,130.7 °E,31,7.0,"Kyushu,Japan"
2016-04-14,21:50:27,03:20:27/15-04,14.5 °S,166.2 °E,10,6.5,Vanuatu
2016-04-14,16:23:40,21:53:40,23.3 °N,93.2 °E,5,3.5,"Champhai, Mizoram"
2016-04-14,12:26:40,17:56:40,32.8 °N,130.6 °E,49,6.1,"Kyusu,Japan"
2016-04-14,05:41:55,11:11:55,23.8 °N,94.0 °E,80,4.5,Myanmar - India(Manipur) Border Region
2016-04-13,13:55:13,19:25:13,23.0 °N,94.9 °E,134,6.8,Myanmar - India Border Region
2016-04-13,03:56:54,09:26:54,24.9 °N,94.0 °E,60,4.6,"Imphal,Manipur"
2016-04-12,14:41:53,20:11:53,27.5 °N,86.1 °E,10,4.5,Nepal
2016-04-12,11:55:48,17:25:48,26.5 °N,90.8 °E,10,3.8,"District Barpeta, Assam"
2016-04-11,10:36:13,16:06:13,29.8 °N,80.1 °E,10,3.7,"Pithoragarh,Uttarakhand"
2016-04-10,10:28:57,15:58:57,36.4 °N,71.2 °E,190,6.8,"Hindukush Region,Afghanistan"
2016-04-09,13:20:14,18:50:14,27.6 °N,85.2 °E,10,4.5,Nepal
2016-04-08,14:30:43,20:00:43,36.9 °N,71.2 °E,78,5.0,Hindu Kush Region Afghanistan
2016-04-07,20:03:19,01:33:19/08-04,27.0 °N,75.1 °E,15,3.5,"Nagaur,Rajasthan"
2016-04-07,03:32:57,09:02:57,13.9 °S,166.6 °E,33,6.7,Vanuatu Islands
2016-04-06,06:58:43,12:28:43,13.8 °S,166.5 °E,10,6.6,Vanuatu
2016-04-05,07:42:27,13:12:27,25.9 °N,90.4 °E,10,5.4,"East Garo Hills,Meghalaya"
2016-04-04,04:31:26,10:01:26,27.8 °N,86.2 °E,10,4.3,NEPAL
2016-04-03,20:31:39,02:01:39/04-04,24.4 °N,94.3 °E,120,4.0,"Chandel,Manipur"
2016-04-03,08:23:51,13:53:51,14.3 °S,166.9 °E,10,7.0,Vanuatu Islands
2016-04-01,02:39:06,08:09:06,33.4 °N,136.4 °E,10,6.1,Japan
2016-03-31,19:38:50,01:08:50/01-04,03.1 °N,96.3 °E,35,5.1,"Northern Sumatra, Indonesia"
2016-03-30,12:26:42,17:56:42,28.0 °N,85.7 °E,10,4.4,Nepal
2016-03-30,02:04:11,07:34:11,32.5 °N,76.0 °E,15,3.8,"Chamba, Himachal pradesh."
2016-03-28,15:42:42,21:12:42,24.1 °N,93.1 °E,05,3.7,"Churachandpur,Manipur"
2016-03-22,11:49:12,17:19:12,26.1 °N,95.3 °E,49,3.7,Myanmar- India(Nagaland) Border region
2016-03-21,14:48:51,20:18:51,27.8 °N,66.3 °E,16,5.3,Pakistan
2016-03-21,02:19:41,07:49:41,25.4 °N,92.5 °E,10,3.0,"Jaintia Hills, Meghalaya"
2016-03-20,22:50:17,04:20:17/21-03,54.4 °N,162.7 °E,10,6.6,Russia
2016-03-18,03:37:33,09:07:33,25.4 °N,73.4 °E,33,3.5,"Pali,Rajasthan"
2016-03-17,16:47:04,22:17:04,34.2 °N,77.9 °E,10,4.5,Jammu & Kashmir
2016-03-14,21:27:40,02:57:40/15-03,27.2 °N,86.2 °E,10,3.9,Nepal
2016-03-13,10:30:04,16:00:00,26.5 °N,92.3 °E,10,4.3,"Darrang,Assam"
2016-03-13,05:15:36,10:45:36,27.8 °N,84.9 °E,25,3.8,Nepal - India Border Region
2016-03-12,18:06:43,23:36:43,51.6 °N,173.9 °W,10,6.2,"Aleutian Island, United State"
2016-03-12,16:15:16,21:45:16,26.7 °N,89.4 °E,21,3.8,"Jalpaiguri, West Bengal"
2016-03-10,09:50:32,15:20:32,25.6 °N,91.9 °E,09,3.2,"Shillong,Meghalaya"
2016-03-10,09:46:59,15:16:59,25.6 °N,91.9 °E,08,3.0,"Shillong,Meghalaya"
2016-03-06,08:51:18,14:21:18,24.7 °N,92.9 °E,10,3.3,Cachar Assam
2016-03-06,00:50:19,06:20:19,24.5 °N,92.8 °E,30,3.5,Cachar Assam
2016-03-02,12:49:47,18:19:47,04.9 °S,94.2 °E,15,7.9,South West of Sumatra Indonesia
2016-03-02,06:35:14,12:05:14,29.9 °N,70.1 °E,10,5.0,Pakistan
2016-03-02,04:03:58,09:33:58,26.5 °N,95.2 °E,10,4.0,India(Nagaland)-Myanmar Border Region
2016-02-27,00:31:03,06:01:03,13.6 °N,94.0 °E,60,4.6,North Andaman Sea
2016-02-24,09:22:17,14:52:17,27.6 °N,85.6 °E,19,4.5,Nepal
2016-02-24,02:06:51,07:36:51,24.9 °N,72.3 °E,26,3.0,Jalor Rajasthan
2016-02-22,18:20:58,23:50:58,7.5 °N,92.0 °E,20,4.8,Nicobar Islands
2016-02-21,18:10:00,23:40:00,27.8 °N,84.6 °E,30,5.0,Nepal
2016-02-21,16:32:07,22:02:07,36.3 °N,78.4 °E,50,4.4,India(Kashmir)-China Border Region
2016-02-21,09:12:08,14:42:08,36.5 °N,70.9 °E,177,5.7,"Hindu Kush Region,Afghanistan"
2016-02-21,07:50:56,13:20:56,30.9 °N,78.3 °E,5,3.5,"Uttarkashi,Uttarakhand"
2016-02-21,03:39:42,09:09:42,07.1 °N,92.1 °E,50,4.5,Nicobar Islands.
2016-02-16,23:06:55,04:36:55/17-02,26.3 °N,93.3 °E,10,4.4,"Karbi Anglong, Assam."
2016-02-15,19:28:13,00:58:13/16-02,48.7 °S,163.7 °E,53,6.2,"Auckland Islands,New Zealand"
2016-02-15,16:35:29,22:05:29,30.2 °N,79.6 °E,10,3.5,"Chamoli,Uttarakhand"
2016-02-12,10:02:22,15:32:22,9.7 °S,119.3 °E,20,6.5,Indonesia
2016-02-10,22:45:27,04:15:27/11-02,25.6 °N,92.1 °E,06,2.7,Shillong
2016-02-10,00:33:07,06:03:07,30.6 °S,71.6 °W,32,6.1,Near Coast of Central Chile
2016-02-09,15:13:47,20:43:47,32.8 °N,76.4 °E,10,4.4,"Lahul & Spiti, Himachal Pradesh"
2016-02-08,16:19:15,21:49:15,06.6 °S,154.7 °E,33,6.6,Soloman Island
2016-02-08,11:05:56,16:35:56,24.7 °N,94.6 °E,118,3.8,Ukhrul Manipur
2016-02-05,19:57:24,01:27:24/06-02,23.0 °N,120.6 °E,10,6.6,Taiwan
2016-02-05,16:20:09,21:50:09,27.8 °N,85.4 °E,10,5.2,Nepal
2016-02-04,15:30:51,21:00:51,14.4 °N,93.2 °E,10,4.8,Andman Islands
2016-02-04,07:10:27,12:40:27,32.7 °N,75.7 °E,10,4.1,Himachal Pradesh(Chamba)-J&K Border Region
2016-02-02,16:14:00,21:44:00,25.5 °N,91.9 °E,10,2.5,"Shillong,Meghalaya"
2016-02-01,23:49:30,05:19:30/02-02,26.4 °N,93.4 °E,33,3.7,"Karbi Anglong,Assam"
2016-02-01,19:48:37,01:18:37/02-02,23.8 °N,93.8 °E,111,3.8,India-Myanmar Border Region
2016-01-30,03:25:09,08:55:09,54.1 °N,158.6 °E,152,7.0,Russia
2016-01-28,22:47:08,04:17:08/29-01,27.1 °N,75.5 °E,10,3.8,"Jaipur,Rajasthan"
2016-01-26,23:19:09,04:49:09/27-01,36.8 °N,70.0 °E,250,5.4,"Hindukush Region,Afghanistan"
2016-01-24,17:09:26,22:39:26,27.0 °N,92.2 °E,10,3.2,"West Kameng,Arunachal Pradesh"
2016-01-24,10:30:30,16:00:30,59.6 °N,153.3 °W,142,7.1,Southern Alaska
2016-01-23,04:54:11,10:24:11,36.3 °N,71.5 °E,50,5.1,"Hindukush Region, Afghanistan"
2016-01-21,19:22:43,00:52:43/22-01,28.1 °N,85.1 °E,10,4.8,Nepal
2016-01-21,18:06:58,23:36:58,18.8 °N,107.0 °W,10,6.6,"Off Coast Of Jalisco, Mexico"
2016-01-20,17:13:12,22:43:12,37.6 °N,101.6 °E,10,6.0,"Qinghai,China"
2016-01-18,00:52:40,06:22:40,26.2 °N,92.6 °E,10,3.5,"Nagaon,Assam"
2016-01-15,19:24:52,00:54:52/16-01,11.9 °N,92.5 °E,10,4.0,South Andaman Island
2016-01-15,00:25:20,05:55:20,25.2 °N,92.7 °E,10,3.0,"Jaintia Hills,Meghalaya."
2016-01-14,03:25:28,08:55:28,42.1 °N,142.8 °E,52,6.7,"Hokkaido, Japan."
2016-01-13,05:47:32,11:17:32,00.6 °N,92.3 °E,30,5.1,Northern Sumatra.
2016-01-12,20:04:58,01:34:58/13-01,36.6 °N,71.1 °E,220,5.8,"Hindukush Region,Afghanistan."
2016-01-11,16:38:12,22:08:12,3.8 °N,126.8 °E,65,6.6,"Talaud,Indonesia."
2016-01-08,09:07:10,14:37:10,36.6 °N,71.0 °E,225,5.5,"Hindukush,Afghanistan"
2016-01-07,13:42:58,19:12:58,27.7 °N,93.3 °E,32,4.5,"Kurung Kumey,Arunachal Pradesh"
2016-01-06,10:25:08,15:55:08,25.2 °N,93.2 °E,40,4.0,"North Cachar Hills, Assam"
2016-01-04,09:00:02,14:30:02,24.8 °N,93.5 °E,20,3.4,"Tamenglong, Manipur."
2016-01-04,03:57:46,09:27:46,24.9 °N,93.4 °E,20,3.6,"Tamenglong, Manipur."
2016-01-03,23:05:16,04:35:16/04-01,24.8 °N,93.5 °E,17,6.7,"Tamenglong, Manipur."
2016-01-02,08:37:19,14:07:19,36.5 °N,70.9 °E,170,5.8,"Hindukush,Afghanistan"
2016-01-01,06:54:35,12:24:35,29.7 °S,80.7 °E,10,3.0,India-Nepal border
2016-01-01,02:00:44,07:30:44,50.5 °S,139.4 °E,40,6.0,Indian Ocean
2017

2017-12-31,00:31:18,06:01:18,27.3 °N,92.7 °E,10,3.2,"West Kameng,Arunachal Pradesh"
2017-12-30,18:32:07,00:02:07/2017-12-31,25.5 °N,91.0 °E,10,3.0,"West Khasi Hills,Meghalaya"
2017-12-30,14:36:14,20:06:14,30.6 °N,79.5 °E,10,2.9,"Chamoli, Uttarakhand"
2017-12-29,16:19:15,21:49:15,26.8 °N,95.9 °E,110,4.7,Myanmar India Border Region
2017-12-29,11:29:38,16:59:38,8.6 °N,92.4 °E,10,5.2,Nicobar Islands
2017-12-28,11:17:28,16:47:28,30.4 °N,79.2 °E,33,4.7,"Distt Chamoli-Rudraprayag Border Region,Uttarakhand"
2017-12-27,15:15:52,20:45:52,9.0 °N,77.2 °E,5,3.0,Tamilnadu(Tirunaveli Kattbom)- Kerala(Kollam)Border Region
2017-12-25,04:14:21,09:44:21,19.8 °N,73.2 °E,5,3.4,"Palghar, Maharashtra"
2017-12-23,15:45:01,21:15:01,23.5 °N,94.1 °E,126,4.9,Myanmar- India (Manipur) Border Region
2017-12-22,15:58:47,21:28:47,10.0 °N,93.1 °E,10,5.0,Andaman Islands
2017-12-21,18:47:11,00:17:11/2017-12-22,27.4 °N,92.5 °E,10,3.9,"West Kameng, Arunachal Pradesh"
2017-12-17,06:20:40,11:50:40,27.6 °N,94.3 °E,10,4.2,"Dhemaji, Assam"
2017-12-15,21:25:19,02:55:19/2017-12-16,26.4 °N,93.7 °E,30,3.3,"Karbi Anglong , Assam"
2017-12-15,16:47:49,22:17:49,7.4 °S,108.1 °E,10,6.7,"Java , Indonesia"
2017-12-12,21:41:32,03:11:32/2017-12-13,30.9 °N,57.3 °E,10,6.1,"Northern and Central, Iran"
2017-12-11,16:49:54,22:19:54,12.3 °N,93.7 °E,116,4.6,Andaman Islands
2017-12-11,03:35:17,09:05:17,25.6 °N,90.6 °E,60,4.7,"East Garo Hills, Meghalaya"
2017-12-10,22:58:54,04:28:54/2017-12-11,34.3 °N,78.8 °E,33,4.5,Jammu and Kashmir
2017-12-09,10:43:07,16:13:07,33.3 °N,76.8 °E,10,4.7,Jammu and Kashmir
2017-12-08,17:55:52,23:25:52,25.6 °N,91.6 °E,10,3.0,"West Khasi Hills, Meghalaya"
2017-12-08,02:51:13,08:21:13,27.8 °N,85.5 °E,10,5.0,Nepal
2017-12-08,00:22:54,05:52:54,10.1 °N,140.2 °E,10,6.4,"W. Caroline Islands, Micronesia"
2017-12-06,23:29:07,04:59:07/2017-12-07,35.5 °N,77.6 °E,35,5.4,India( J & K) - Xinjiang Border Region
2017-12-06,19:39:31,01:09:31/2017-12-07,17.6 °N,73.3 °E,15,3.2,"Ratnagiri, Maharashtra"
2017-12-06,15:19:54,20:49:54,30.4 °N,79.1 °E,30,5.5,"Distt. Rudraprayag, Uttarakhand"
2017-12-05,14:58:33,20:28:33,22.7 °N,86.1 °E,39,3.0,"Dist. East Singhbhum, Jharkhand"
2017-12-02,23:43:44,05:13:44/2017-12-03,27.4 °N,88.3 °E,3,3.8,West Sikkim
2017-12-02,20:25:06,01:55:06/2017-12-03,25.2 °N,93.3 °E,10,3.1,North Cachar Hills Assam
2017-12-01,02:32:48,08:02:48,30.8 °N,57.3 °E,10,6.2,Northern and central Iran
2017-11-30,11:45:11,17:15:11,30.4 °N,76.0 °E,10,3.8,"District (Ludhiana-Sangrur)Border Region,Panjab"
2017-11-30,06:32:51,12:02:51,1.0 °S,23.5 °W,10,6.5,Central Mid Atlantic Ridge
2017-11-27,07:11:05,12:41:05,4.3 °S,153.3 °E,10,6.0,"New Ireland Region, P.N.G."
2017-11-22,22:31:11,04:01:11/2017-11-23,24.6 °N,93.8 °E,21,3.1,"Bishunpur, Manipur"
2017-11-20,08:48:00,14:18:00,23.7 °N,94.5 °E,82,5.0,Myanmar-India(Manipur) Border Region
2017-11-19,22:43:29,04:13:29/2017-11-20,21.3 °S,168.8 °E,10,6.8,Loyalty Islands
2017-11-19,15:09:02,20:39:02,21.4 °S,168.6 °E,10,6.4,Loyalty Islands
2017-11-19,09:25:47,14:55:47,21.5 °S,168.7 °E,10,6.4,Loyalty Islands
2017-11-18,13:02:11,18:32:11,29.9 °N,80.2 °E,20,3.3,Distt. Pithoragarh Uttarakhand
2017-11-18,09:51:19,15:21:19,26.4 °N,73.8 °E,10,4.2,"Jodhpur, Rajasthan"
2017-11-17,22:34:14,04:04:14/2017-11-18,30.1 °N,95.1 °E,10,6.4,China-India(Arunachal Pradesh) Border Region
2017-11-14,18:05:53,23:35:53,24.7 °N,94.3 °E,102,3.0,"Ukhrul, Manipur"
2017-11-13,09:42:02,15:12:02,36.0 °N,70.0 °E,82,5.4,"Hindu Kush Region,Afghanistan"
2017-11-13,02:28:24,07:58:24,9.5 °N,84.5 °W,10,6.6,Costa Rica
2017-11-12,19:32:10,01:02:10/2017-11-13,27.1 °N,92.7 °E,5,3.2,"East Kameng, Arunachal Pradesh"
2017-11-12,18:18:17,23:48:17,34.8 °N,45.9 °E,10,7.5,Iran-Iraq Border Region
2017-11-12,05:15:43,10:45:43,29.1 °N,79.2 °E,27,3.6,"Distt. Udham Singh Nagar, Uttrrakhand"
2017-11-09,23:49:12,05:19:12/2017-11-10,17.6 °N,73.6 °E,10,3.8,"District Ratnagiri, Maharashtra"
2017-11-08,21:22:28,02:52:28/2017-11-09,29.9 °N,77.7 °E,10,3.5,"Saharanpur, Uttar Pradesh"
2017-11-08,04:50:52,10:20:52,24.1 °N,91.2 °E,33,4.8,Bangladesh-India(Tripura) Border Rregion
2017-11-07,21:26:43,02:56:43/2017-11-08,4.2 °S,143.6 °E,160,6.4,"New Guinea, Papua New Guinea"
2017-11-07,19:45:39,01:15:39/2017-11-08,26.5 °N,92.6 °E,31,3.6,"Nagaon, Assam"
2017-11-06,03:08:44,08:38:44,29.3 °N,83.1 °E,10,4.7,Nepal
2017-11-01,02:23:56,07:53:56,21.7 °S,168.8 °E,10,6.4,Loyalty Islands
2017-11-01,00:09:30,05:39:30,21.7 °S,169.0 °E,10,6.1,Southeast of Loyalty Island
2017-10-31,11:50:51,17:20:51,3.7 °S,127.8 °E,60,6.3,"Seram, Indonesia"
2017-10-31,06:53:07,12:23:07,18.1 °N,76.6 °E,10,3.0,"Latur, Maharashtra"
2017-10-31,00:42:12,06:12:12,21.9 °S,169.2 °E,10,6.8,Southeast of Loyalty Islands
2017-10-28,17:45:24,23:15:24,36.2 °N,70.5 °E,100,5.7,"Hindukush Region, Afghanistan"
2017-10-28,16:53:50,22:23:50,28.4 °N,76.2 °E,5,3.5,"Distt. Mahendragarh, Haryana"
2017-10-27,08:54:20,14:24:20,32.5 °N,76.4 °E,10,3.7,"Distt. Chamba, Himachal Pradesh"
2017-10-27,02:37:43,08:07:43,31.3 °N,77.2 °E,10,4.4,"Mandi, Himachal Pradesh"
2017-10-25,18:20:49,23:50:49,14.1 °N,92.7 °E,10,4.7,Andaman Islands
2017-10-24,10:47:48,16:17:48,7.1 °S,123.1 °E,563,6.2,Banda Sea
2017-10-23,14:23:36,19:53:36,6.3 °N,92.9 °E,30,4.5,Nicobar Islands
2017-10-23,08:32:40,14:02:40,52.4 °S,16.9 °E,10,6.0,SouthWest Of Africa
2017-10-19,01:10:22,06:40:22,33.5 °N,76.1 °E,10,4.7,Jammu &Kashmir
2017-10-19,00:54:20,06:24:20,33.6 °N,75.3 °E,10,3.3,Jammu &Kashmir
2017-10-11,06:02:52,11:32:52,19.8 °N,84.1 °E,10,3.2,"Phulabani (Kandhamal), Orissa"
2017-10-10,18:53:34,00:23:34/2017-10-11,54.0 °S,8.5 °E,10,6.5,Bouvet Island Region
2017-10-10,18:53:34,00:23:34/2017-10-11,54.0 °S,8.5 °E,10,6.4,Bouvet Island Region
2017-10-10,06:32:12,12:02:12,18.4 °S,69.5 °W,10,6.3,Northern Chile
2017-10-09,19:32:39,01:02:39/2017-10-10,12.6 °N,91.9 °E,10,4.3,Andaman Islands Region
2017-10-08,22:34:21,04:04:21/2017-10-09,52.4 °N,176.8 °E,120,6.6,"Rat Islands, Aleutian Islands"
2017-10-06,14:00:29,19:30:29,12.3 °N,95.2 °E,10,4.9,North Andaman Sea
2017-10-06,07:59:34,13:29:34,37.4 °N,143.9 °E,10,6.3,"Off East Coast of Honshu,Japan"
2017-10-06,04:36:44,10:06:44,27.8 °N,96.0 °E,10,4.2,"Lohit, Arunachal Pradesh"
