State / MCD,Final Dispensary Name,Disease,Occurrence,Reported Date,Month,District / Zone,IPD/OPD,State District,Final Zone
MCD Dispensary,Kirti Nagar Dispensary,Upper Respectory Track Infection (URTI),353,12/1/2016,December,Karol Bagh,OPD,,Karol Bagh
MCD Dispensary,Kirti Nagar Dispensary,Burn,8,8/1/2016,August,Karol Bagh,OPD,,Karol Bagh
MCD Dispensary,Kirti Nagar Dispensary,Burn,9,9/1/2016,September,Karol Bagh,OPD,,Karol Bagh
MCD Dispensary,Kirti Nagar Dispensary,Burn,7,10/1/2016,October,Karol Bagh,OPD,,Karol Bagh
MCD Dispensary,Kirti Nagar Dispensary,Burn,9,11/1/2016,November,Karol Bagh,OPD,,Karol Bagh
MCD Dispensary,Kirti Nagar Dispensary,Burn,16,12/1/2016,December,Karol Bagh,OPD,,Karol Bagh
MCD Dispensary,Kirti Nagar Dispensary,Pyrexia of unknown Origin (PUO),324,8/1/2016,August,Karol Bagh,OPD,,Karol Bagh
MCD Dispensary,Kirti Nagar Dispensary,Pyrexia of unknown Origin (PUO),404,9/1/2016,September,Karol Bagh,OPD,,Karol Bagh
MCD Dispensary,Kirti Nagar Dispensary,Pyrexia of unknown Origin (PUO),217,10/1/2016,October,Karol Bagh,OPD,,Karol Bagh
MCD Dispensary,Kirti Nagar Dispensary,Pyrexia of unknown Origin (PUO),165,11/1/2016,November,Karol Bagh,OPD,,Karol Bagh
MCD Dispensary,Kirti Nagar Dispensary,Pyrexia of unknown Origin (PUO),67,12/1/2016,December,Karol Bagh,OPD,,Karol Bagh
MCD Dispensary,Naraina Dispensary,Diarrhoea,98,8/1/2016,August,Karol Bagh,OPD,,Karol Bagh
MCD Dispensary,Naraina Dispensary,Diarrhoea,80,9/1/2016,September,Karol Bagh,OPD,,Karol Bagh
MCD Dispensary,Naraina Dispensary,Diarrhoea,72,10/1/2016,October,Karol Bagh,OPD,,Karol Bagh
MCD Dispensary,Naraina Dispensary,Diarrhoea,56,11/1/2016,November,Karol Bagh,OPD,,Karol Bagh
MCD Dispensary,Naraina Dispensary,Diarrhoea,74,12/1/2016,December,Karol Bagh,OPD,,Karol Bagh
MCD Dispensary,Naraina Dispensary,Pyrexia of unknown Origin (PUO),387,8/1/2016,August,Karol Bagh,OPD,,Karol Bagh
MCD Dispensary,Naraina Dispensary,Pyrexia of unknown Origin (PUO),351,9/1/2016,September,Karol Bagh,OPD,,Karol Bagh
MCD Dispensary,Naraina Dispensary,Pyrexia of unknown Origin (PUO),271,10/1/2016,October,Karol Bagh,OPD,,Karol Bagh
MCD Dispensary,Naraina Dispensary,Pyrexia of unknown Origin (PUO),122,11/1/2016,November,Karol Bagh,OPD,,Karol Bagh
MCD Dispensary,Naraina Dispensary,Pyrexia of unknown Origin (PUO),92,12/1/2016,December,Karol Bagh,OPD,,Karol Bagh
MCD Dispensary,Naraina Dispensary,Hypertension,101,8/1/2016,August,Karol Bagh,OPD,,Karol Bagh
MCD Dispensary,Naraina Dispensary,Hypertension,102,9/1/2016,September,Karol Bagh,OPD,,Karol Bagh
MCD Dispensary,Naraina Dispensary,Hypertension,84,10/1/2016,October,Karol Bagh,OPD,,Karol Bagh
MCD Dispensary,Naraina Dispensary,Hypertension,94,11/1/2016,November,Karol Bagh,OPD,,Karol Bagh
MCD Dispensary,Naraina Dispensary,Hypertension,110,12/1/2016,December,Karol Bagh,OPD,,Karol Bagh
MCD Dispensary,Naraina Dispensary,Diabetes,74,8/1/2016,August,Karol Bagh,OPD,,Karol Bagh
MCD Dispensary,Naraina Dispensary,Diabetes,54,9/1/2016,September,Karol Bagh,OPD,,Karol Bagh
MCD Dispensary,Naraina Dispensary,Diabetes,114,10/1/2016,October,Karol Bagh,OPD,,Karol Bagh
MCD Dispensary,Naraina Dispensary,Diabetes,93,11/1/2016,November,Karol Bagh,OPD,,Karol Bagh
MCD Dispensary,Naraina Dispensary,Diabetes,96,12/1/2016,December,Karol Bagh,OPD,,Karol Bagh
MCD Dispensary,Naraina Dispensary,Skin Disease/ Ringworm/ Scabies,44,8/1/2016,August,Karol Bagh,OPD,,Karol Bagh
MCD Dispensary,Naraina Dispensary,Skin Disease/ Ringworm/ Scabies,56,9/1/2016,September,Karol Bagh,OPD,,Karol Bagh
MCD Dispensary,Naraina Dispensary,Skin Disease/ Ringworm/ Scabies,62,10/1/2016,October,Karol Bagh,OPD,,Karol Bagh
MCD Dispensary,Naraina Dispensary,Skin Disease/ Ringworm/ Scabies,52,11/1/2016,November,Karol Bagh,OPD,,Karol Bagh
MCD Dispensary,Naraina Dispensary,Skin Disease/ Ringworm/ Scabies,59,12/1/2016,December,Karol Bagh,OPD,,Karol Bagh
MCD Dispensary,Naraina Dispensary,Conjunctivitis,41,8/1/2016,August,Karol Bagh,OPD,,Karol Bagh
MCD Dispensary,Naraina Dispensary,Conjunctivitis,34,9/1/2016,September,Karol Bagh,OPD,,Karol Bagh
MCD Dispensary,Naraina Dispensary,Conjunctivitis,38,10/1/2016,October,Karol Bagh,OPD,,Karol Bagh
MCD Dispensary,Naraina Dispensary,Conjunctivitis,42,11/1/2016,November,Karol Bagh,OPD,,Karol Bagh
MCD Dispensary,Naraina Dispensary,Conjunctivitis,54,12/1/2016,December,Karol Bagh,OPD,,Karol Bagh
MCD Dispensary,Naraina Dispensary,Anaemia,174,8/1/2016,August,Karol Bagh,OPD,,Karol Bagh
MCD Dispensary,Naraina Dispensary,Anaemia,166,9/1/2016,September,Karol Bagh,OPD,,Karol Bagh
MCD Dispensary,Naraina Dispensary,Anaemia,144,10/1/2016,October,Karol Bagh,OPD,,Karol Bagh
MCD Dispensary,Naraina Dispensary,Anaemia,158,11/1/2016,November,Karol Bagh,OPD,,Karol Bagh
MCD Dispensary,Naraina Dispensary,Anaemia,211,12/1/2016,December,Karol Bagh,OPD,,Karol Bagh
MCD Dispensary,Naraina Dispensary,Bronchitis,41,8/1/2016,August,Karol Bagh,OPD,,Karol Bagh
MCD Dispensary,Naraina Dispensary,Bronchitis,46,9/1/2016,September,Karol Bagh,OPD,,Karol Bagh
MCD Dispensary,Naraina Dispensary,Bronchitis,34,10/1/2016,October,Karol Bagh,OPD,,Karol Bagh
MCD Dispensary,Naraina Dispensary,Bronchitis,70,11/1/2016,November,Karol Bagh,OPD,,Karol Bagh
MCD Dispensary,Naraina Dispensary,Bronchitis,78,12/1/2016,December,Karol Bagh,OPD,,Karol Bagh
MCD Dispensary,Naraina Dispensary,Upper Respectory Track Infection (URTI),144,8/1/2016,August,Karol Bagh,OPD,,Karol Bagh
MCD Dispensary,Naraina Dispensary,Upper Respectory Track Infection (URTI),132,9/1/2016,September,Karol Bagh,OPD,,Karol Bagh
MCD Dispensary,Naraina Dispensary,Upper Respectory Track Infection (URTI),174,10/1/2016,October,Karol Bagh,OPD,,Karol Bagh
MCD Dispensary,Naraina Dispensary,Upper Respectory Track Infection (URTI),188,11/1/2016,November,Karol Bagh,OPD,,Karol Bagh
MCD Dispensary,Naraina Dispensary,Upper Respectory Track Infection (URTI),192,12/1/2016,December,Karol Bagh,OPD,,Karol Bagh
MCD Dispensary,Naraina Dispensary,Injury,54,8/1/2016,August,Karol Bagh,OPD,,Karol Bagh
MCD Dispensary,Naraina Dispensary,Injury,48,9/1/2016,September,Karol Bagh,OPD,,Karol Bagh
MCD Dispensary,Naraina Dispensary,Injury,112,10/1/2016,October,Karol Bagh,OPD,,Karol Bagh
MCD Dispensary,Naraina Dispensary,Injury,106,11/1/2016,November,Karol Bagh,OPD,,Karol Bagh
MCD Dispensary,Naraina Dispensary,Injury,153,12/1/2016,December,Karol Bagh,OPD,,Karol Bagh
MCD Dispensary,Daulatpur Allopathic dispensary,Diarrhoea,29,8/1/2016,August,Najafgarh,OPD,,Najafgarh
MCD Dispensary,Daulatpur Allopathic dispensary,Diarrhoea,22,9/1/2016,September,Najafgarh,OPD,,Najafgarh
MCD Dispensary,Daulatpur Allopathic dispensary,Diarrhoea,21,10/1/2016,October,Najafgarh,OPD,,Najafgarh
MCD Dispensary,Daulatpur Allopathic dispensary,Diarrhoea,20,11/1/2016,November,Najafgarh,OPD,,Najafgarh
MCD Dispensary,Daulatpur Allopathic dispensary,Diarrhoea,16,12/1/2016,December,Najafgarh,OPD,,Najafgarh
MCD Dispensary,Daulatpur Allopathic dispensary,Hypertension,7,8/1/2016,August,Najafgarh,OPD,,Najafgarh
MCD Dispensary,Daulatpur Allopathic dispensary,Hypertension,6,9/1/2016,September,Najafgarh,OPD,,Najafgarh
MCD Dispensary,Daulatpur Allopathic dispensary,Hypertension,4,10/1/2016,October,Najafgarh,OPD,,Najafgarh
MCD Dispensary,Daulatpur Allopathic dispensary,Hypertension,9,11/1/2016,November,Najafgarh,OPD,,Najafgarh
MCD Dispensary,Daulatpur Allopathic dispensary,Hypertension,11,12/1/2016,December,Najafgarh,OPD,,Najafgarh
MCD Dispensary,Daulatpur Allopathic dispensary,Diabetes,2,8/1/2016,August,Najafgarh,OPD,,Najafgarh
MCD Dispensary,Daulatpur Allopathic dispensary,Diabetes,1,9/1/2016,September,Najafgarh,OPD,,Najafgarh
MCD Dispensary,Daulatpur Allopathic dispensary,Diabetes,3,10/1/2016,October,Najafgarh,OPD,,Najafgarh
MCD Dispensary,Daulatpur Allopathic dispensary,Diabetes,4,11/1/2016,November,Najafgarh,OPD,,Najafgarh
MCD Dispensary,Daulatpur Allopathic dispensary,Diabetes,5,12/1/2016,December,Najafgarh,OPD,,Najafgarh
MCD Dispensary,Daulatpur Allopathic dispensary,Typhoid,6,8/1/2016,August,Najafgarh,OPD,,Najafgarh
MCD Dispensary,Daulatpur Allopathic dispensary,Typhoid,3,9/1/2016,September,Najafgarh,OPD,,Najafgarh
MCD Dispensary,Daulatpur Allopathic dispensary,Typhoid,3,10/1/2016,October,Najafgarh,OPD,,Najafgarh
MCD Dispensary,Daulatpur Allopathic dispensary,Typhoid,2,11/1/2016,November,Najafgarh,OPD,,Najafgarh
MCD Dispensary,Daulatpur Allopathic dispensary,Typhoid,2,12/1/2016,December,Najafgarh,OPD,,Najafgarh
MCD Dispensary,Daulatpur Allopathic dispensary,Enteric fever,27,8/1/2016,August,Najafgarh,OPD,,Najafgarh
MCD Dispensary,Daulatpur Allopathic dispensary,Enteric fever,22,9/1/2016,September,Najafgarh,OPD,,Najafgarh
MCD Dispensary,Daulatpur Allopathic dispensary,Enteric fever,21,10/1/2016,October,Najafgarh,OPD,,Najafgarh
MCD Dispensary,Daulatpur Allopathic dispensary,Enteric fever,19,11/1/2016,November,Najafgarh,OPD,,Najafgarh
MCD Dispensary,Daulatpur Allopathic dispensary,Enteric fever,16,12/1/2016,December,Najafgarh,OPD,,Najafgarh
MCD Dispensary,Daulatpur Allopathic dispensary,Pyrexia of unknown Origin (PUO),119,8/1/2016,August,Najafgarh,OPD,,Najafgarh
MCD Dispensary,Daulatpur Allopathic dispensary,Pyrexia of unknown Origin (PUO),132,9/1/2016,September,Najafgarh,OPD,,Najafgarh
MCD Dispensary,Daulatpur Allopathic dispensary,Pyrexia of unknown Origin (PUO),128,10/1/2016,October,Najafgarh,OPD,,Najafgarh
MCD Dispensary,Daulatpur Allopathic dispensary,Pyrexia of unknown Origin (PUO),104,11/1/2016,November,Najafgarh,OPD,,Najafgarh
MCD Dispensary,Daulatpur Allopathic dispensary,Pyrexia of unknown Origin (PUO),119,12/1/2016,December,Najafgarh,OPD,,Najafgarh
MCD Dispensary,Daulatpur Allopathic dispensary,Upper Respectory Track Infection (URTI),127,8/1/2016,August,Najafgarh,OPD,,Najafgarh
MCD Dispensary,Daulatpur Allopathic dispensary,Upper Respectory Track Infection (URTI),121,9/1/2016,September,Najafgarh,OPD,,Najafgarh
MCD Dispensary,Daulatpur Allopathic dispensary,Upper Respectory Track Infection (URTI),132,10/1/2016,October,Najafgarh,OPD,,Najafgarh
MCD Dispensary,Daulatpur Allopathic dispensary,Upper Respectory Track Infection (URTI),128,11/1/2016,November,Najafgarh,OPD,,Najafgarh
MCD Dispensary,Daulatpur Allopathic dispensary,Upper Respectory Track Infection (URTI),121,12/1/2016,December,Najafgarh,OPD,,Najafgarh
MCD Dispensary,Daulatpur Allopathic dispensary,Skin Disease/ Ringworm/ Scabies,116,8/1/2016,August,Najafgarh,OPD,,Najafgarh
MCD Dispensary,Daulatpur Allopathic dispensary,Skin Disease/ Ringworm/ Scabies,129,9/1/2016,September,Najafgarh,OPD,,Najafgarh
MCD Dispensary,Daulatpur Allopathic dispensary,Skin Disease/ Ringworm/ Scabies,137,10/1/2016,October,Najafgarh,OPD,,Najafgarh
MCD Dispensary,Daulatpur Allopathic dispensary,Skin Disease/ Ringworm/ Scabies,124,11/1/2016,November,Najafgarh,OPD,,Najafgarh
MCD Dispensary,Daulatpur Allopathic dispensary,Skin Disease/ Ringworm/ Scabies,137,12/1/2016,December,Najafgarh,OPD,,Najafgarh
MCD Dispensary,Daulatpur Allopathic dispensary,Anaemia,134,8/1/2016,August,Najafgarh,OPD,,Najafgarh
MCD Dispensary,Daulatpur Allopathic dispensary,Anaemia,149,9/1/2016,September,Najafgarh,OPD,,Najafgarh
MCD Dispensary,Daulatpur Allopathic dispensary,Anaemia,131,10/1/2016,October,Najafgarh,OPD,,Najafgarh
MCD Dispensary,Daulatpur Allopathic dispensary,Anaemia,127,11/1/2016,November,Najafgarh,OPD,,Najafgarh
MCD Dispensary,Daulatpur Allopathic dispensary,Anaemia,119,12/1/2016,December,Najafgarh,OPD,,Najafgarh
MCD Dispensary,Daulatpur Allopathic dispensary,Conjunctivitis,181,8/1/2016,August,Najafgarh,OPD,,Najafgarh
MCD Dispensary,Daulatpur Allopathic dispensary,Conjunctivitis,164,9/1/2016,September,Najafgarh,OPD,,Najafgarh
MCD Dispensary,Daulatpur Allopathic dispensary,Conjunctivitis,154,10/1/2016,October,Najafgarh,OPD,,Najafgarh
MCD Dispensary,Daulatpur Allopathic dispensary,Conjunctivitis,129,11/1/2016,November,Najafgarh,OPD,,Najafgarh
MCD Dispensary,Daulatpur Allopathic dispensary,Conjunctivitis,137,12/1/2016,December,Najafgarh,OPD,,Najafgarh
MCD Dispensary,Issapur Allopathic Dispensary,Diarrhoea,99,8/1/2016,August,Najafgarh,OPD,,Najafgarh
MCD Dispensary,Issapur Allopathic Dispensary,Diarrhoea,90,9/1/2016,September,Najafgarh,OPD,,Najafgarh
MCD Dispensary,Issapur Allopathic Dispensary,Diarrhoea,89,10/1/2016,October,Najafgarh,OPD,,Najafgarh
MCD Dispensary,Issapur Allopathic Dispensary,Diarrhoea,81,11/1/2016,November,Najafgarh,OPD,,Najafgarh
MCD Dispensary,Issapur Allopathic Dispensary,Diarrhoea,78,12/1/2016,December,Najafgarh,OPD,,Najafgarh
MCD Dispensary,Issapur Allopathic Dispensary,Hypertension,28,8/1/2016,August,Najafgarh,OPD,,Najafgarh
MCD Dispensary,Issapur Allopathic Dispensary,Hypertension,20,9/1/2016,September,Najafgarh,OPD,,Najafgarh
MCD Dispensary,Issapur Allopathic Dispensary,Hypertension,21,10/1/2016,October,Najafgarh,OPD,,Najafgarh
MCD Dispensary,Issapur Allopathic Dispensary,Hypertension,29,11/1/2016,November,Najafgarh,OPD,,Najafgarh
MCD Dispensary,Issapur Allopathic Dispensary,Hypertension,25,12/1/2016,December,Najafgarh,OPD,,Najafgarh
MCD Dispensary,Issapur Allopathic Dispensary,Diabetes,30,8/1/2016,August,Najafgarh,OPD,,Najafgarh
MCD Dispensary,Issapur Allopathic Dispensary,Diabetes,20,9/1/2016,September,Najafgarh,OPD,,Najafgarh
MCD Dispensary,Issapur Allopathic Dispensary,Diabetes,19,10/1/2016,October,Najafgarh,OPD,,Najafgarh
MCD Dispensary,Issapur Allopathic Dispensary,Diabetes,27,11/1/2016,November,Najafgarh,OPD,,Najafgarh
MCD Dispensary,Issapur Allopathic Dispensary,Diabetes,22,12/1/2016,December,Najafgarh,OPD,,Najafgarh
MCD Dispensary,Issapur Allopathic Dispensary,Bronchitis,99,8/1/2016,August,Najafgarh,OPD,,Najafgarh
MCD Dispensary,Issapur Allopathic Dispensary,Bronchitis,81,9/1/2016,September,Najafgarh,OPD,,Najafgarh
MCD Dispensary,Issapur Allopathic Dispensary,Bronchitis,79,10/1/2016,October,Najafgarh,OPD,,Najafgarh
MCD Dispensary,Issapur Allopathic Dispensary,Bronchitis,88,11/1/2016,November,Najafgarh,OPD,,Najafgarh
MCD Dispensary,Issapur Allopathic Dispensary,Bronchitis,70,12/1/2016,December,Najafgarh,OPD,,Najafgarh
MCD Dispensary,Issapur Allopathic Dispensary,Gastritis,78,8/1/2016,August,Najafgarh,OPD,,Najafgarh
MCD Dispensary,Issapur Allopathic Dispensary,Gastritis,61,9/1/2016,September,Najafgarh,OPD,,Najafgarh
MCD Dispensary,Issapur Allopathic Dispensary,Gastritis,50,10/1/2016,October,Najafgarh,OPD,,Najafgarh
MCD Dispensary,Issapur Allopathic Dispensary,Gastritis,62,11/1/2016,November,Najafgarh,OPD,,Najafgarh
MCD Dispensary,Issapur Allopathic Dispensary,Gastritis,56,12/1/2016,December,Najafgarh,OPD,,Najafgarh
MCD Dispensary,Issapur Allopathic Dispensary,COPD (Chronic Obstructive Pulmonary Disease),109,8/1/2016,August,Najafgarh,OPD,,Najafgarh
MCD Dispensary,Issapur Allopathic Dispensary,COPD (Chronic Obstructive Pulmonary Disease),89,9/1/2016,September,Najafgarh,OPD,,Najafgarh
MCD Dispensary,Issapur Allopathic Dispensary,COPD (Chronic Obstructive Pulmonary Disease),90,10/1/2016,October,Najafgarh,OPD,,Najafgarh
MCD Dispensary,Issapur Allopathic Dispensary,COPD (Chronic Obstructive Pulmonary Disease),99,11/1/2016,November,Najafgarh,OPD,,Najafgarh
MCD Dispensary,Issapur Allopathic Dispensary,COPD (Chronic Obstructive Pulmonary Disease),95,12/1/2016,December,Najafgarh,OPD,,Najafgarh
MCD Dispensary,Issapur Allopathic Dispensary,Joint Pain/ Arthiritis,56,8/1/2016,August,Najafgarh,OPD,,Najafgarh
MCD Dispensary,Issapur Allopathic Dispensary,Joint Pain/ Arthiritis,50,9/1/2016,September,Najafgarh,OPD,,Najafgarh
MCD Dispensary,Issapur Allopathic Dispensary,Joint Pain/ Arthiritis,49,10/1/2016,October,Najafgarh,OPD,,Najafgarh
MCD Dispensary,Issapur Allopathic Dispensary,Joint Pain/ Arthiritis,71,11/1/2016,November,Najafgarh,OPD,,Najafgarh
MCD Dispensary,Issapur Allopathic Dispensary,Joint Pain/ Arthiritis,62,12/1/2016,December,Najafgarh,OPD,,Najafgarh
MCD Dispensary,Issapur Allopathic Dispensary,Pneumonia,66,8/1/2016,August,Najafgarh,OPD,,Najafgarh
MCD Dispensary,Issapur Allopathic Dispensary,Pneumonia,52,9/1/2016,September,Najafgarh,OPD,,Najafgarh
MCD Dispensary,Issapur Allopathic Dispensary,Pneumonia,48,10/1/2016,October,Najafgarh,OPD,,Najafgarh
MCD Dispensary,Issapur Allopathic Dispensary,Pneumonia,60,11/1/2016,November,Najafgarh,OPD,,Najafgarh
MCD Dispensary,Issapur Allopathic Dispensary,Pneumonia,59,12/1/2016,December,Najafgarh,OPD,,Najafgarh
MCD Dispensary,Issapur Allopathic Dispensary,Dysentery,71,8/1/2016,August,Najafgarh,OPD,,Najafgarh
MCD Dispensary,Issapur Allopathic Dispensary,Dysentery,68,9/1/2016,September,Najafgarh,OPD,,Najafgarh
MCD Dispensary,Issapur Allopathic Dispensary,Dysentery,60,10/1/2016,October,Najafgarh,OPD,,Najafgarh
MCD Dispensary,Issapur Allopathic Dispensary,Dysentery,50,11/1/2016,November,Najafgarh,OPD,,Najafgarh
MCD Dispensary,Issapur Allopathic Dispensary,Dysentery,51,12/1/2016,December,Najafgarh,OPD,,Najafgarh
MCD Dispensary,Issapur Allopathic Dispensary,Protien Energy Malnutrition (PEM),46,8/1/2016,August,Najafgarh,OPD,,Najafgarh
MCD Dispensary,Issapur Allopathic Dispensary,Protien Energy Malnutrition (PEM),40,9/1/2016,September,Najafgarh,OPD,,Najafgarh
MCD Dispensary,Issapur Allopathic Dispensary,Protien Energy Malnutrition (PEM),39,10/1/2016,October,Najafgarh,OPD,,Najafgarh
MCD Dispensary,Issapur Allopathic Dispensary,Protien Energy Malnutrition (PEM),48,11/1/2016,November,Najafgarh,OPD,,Najafgarh
MCD Dispensary,Issapur Allopathic Dispensary,Protien Energy Malnutrition (PEM),40,12/1/2016,December,Najafgarh,OPD,,Najafgarh
MCD Dispensary,Issapur Allopathic Dispensary,Influenza,41,8/1/2016,August,Najafgarh,OPD,,Najafgarh
MCD Dispensary,Issapur Allopathic Dispensary,Influenza,31,9/1/2016,September,Najafgarh,OPD,,Najafgarh
MCD Dispensary,Issapur Allopathic Dispensary,Influenza,36,10/1/2016,October,Najafgarh,OPD,,Najafgarh
MCD Dispensary,Issapur Allopathic Dispensary,Influenza,49,11/1/2016,November,Najafgarh,OPD,,Najafgarh
MCD Dispensary,Issapur Allopathic Dispensary,Influenza,41,12/1/2016,December,Najafgarh,OPD,,Najafgarh
MCD Dispensary,Issapur Allopathic Dispensary,Anaemia,38,8/1/2016,August,Najafgarh,OPD,,Najafgarh
MCD Dispensary,Issapur Allopathic Dispensary,Anaemia,30,9/1/2016,September,Najafgarh,OPD,,Najafgarh
MCD Dispensary,Issapur Allopathic Dispensary,Anaemia,31,10/1/2016,October,Najafgarh,OPD,,Najafgarh
MCD Dispensary,Issapur Allopathic Dispensary,Anaemia,42,11/1/2016,November,Najafgarh,OPD,,Najafgarh
MCD Dispensary,Issapur Allopathic Dispensary,Anaemia,38,12/1/2016,December,Najafgarh,OPD,,Najafgarh
MCD Dispensary,Jwala heri Dispensary,Diarrhoea,69,8/1/2016,August,Rohini,OPD,,Rohini
MCD Dispensary,Jwala heri Dispensary,Diarrhoea,65,9/1/2016,September,Rohini,OPD,,Rohini
MCD Dispensary,Jwala heri Dispensary,Diarrhoea,62,10/1/2016,October,Rohini,OPD,,Rohini
MCD Dispensary,Jwala heri Dispensary,Diarrhoea,51,11/1/2016,November,Rohini,OPD,,Rohini
MCD Dispensary,Jwala heri Dispensary,Diarrhoea,49,12/1/2016,December,Rohini,OPD,,Rohini
MCD Dispensary,Jwala heri Dispensary,Hypertension,43,8/1/2016,August,Rohini,OPD,,Rohini
MCD Dispensary,Jwala heri Dispensary,Hypertension,51,9/1/2016,September,Rohini,OPD,,Rohini
MCD Dispensary,Jwala heri Dispensary,Hypertension,45,10/1/2016,October,Rohini,OPD,,Rohini
MCD Dispensary,Jwala heri Dispensary,Hypertension,44,11/1/2016,November,Rohini,OPD,,Rohini
MCD Dispensary,Jwala heri Dispensary,Hypertension,38,12/1/2016,December,Rohini,OPD,,Rohini
MCD Dispensary,Jwala heri Dispensary,Diabetes,45,8/1/2016,August,Rohini,OPD,,Rohini
MCD Dispensary,Jwala heri Dispensary,Diabetes,39,9/1/2016,September,Rohini,OPD,,Rohini
MCD Dispensary,Jwala heri Dispensary,Diabetes,31,10/1/2016,October,Rohini,OPD,,Rohini
MCD Dispensary,Jwala heri Dispensary,Diabetes,38,11/1/2016,November,Rohini,OPD,,Rohini
MCD Dispensary,Jwala heri Dispensary,Diabetes,32,12/1/2016,December,Rohini,OPD,,Rohini
MCD Dispensary,Jwala heri Dispensary,Fever,209,8/1/2016,August,Rohini,OPD,,Rohini
MCD Dispensary,Jwala heri Dispensary,Pyoderma,180,8/1/2016,August,Rohini,OPD,,Rohini
MCD Dispensary,Jwala heri Dispensary,"ENT(Ear, Nose, Throat)/ CSOM",171,8/1/2016,August,Rohini,OPD,,Rohini
MCD Dispensary,Jwala heri Dispensary,Acid Peptic Disease (APD),164,8/1/2016,August,Rohini,OPD,,Rohini
MCD Dispensary,Jwala heri Dispensary,Dental Problem/ Caries/ Cavity,132,8/1/2016,August,Rohini,OPD,,Rohini
MCD Dispensary,Jwala heri Dispensary,Anaemia,110,8/1/2016,August,Rohini,OPD,,Rohini
MCD Dispensary,Jwala heri Dispensary,Upper Respectory Track Infection (URTI),91,8/1/2016,August,Rohini,OPD,,Rohini
MCD Dispensary,Jwala heri Dispensary,Urinary Tract Infection (UTI),81,8/1/2016,August,Rohini,OPD,,Rohini
MCD Dispensary,Jwala heri Dispensary,Eye Disease,151,8/1/2016,August,Rohini,OPD,,Rohini
MCD Dispensary,Jwala heri Dispensary,Acid Peptic Disease (APD),265,9/1/2016,September,Rohini,OPD,,Rohini
MCD Dispensary,Jwala heri Dispensary,Fever,240,9/1/2016,September,Rohini,OPD,,Rohini
MCD Dispensary,Jwala heri Dispensary,Pyoderma,194,9/1/2016,September,Rohini,OPD,,Rohini
MCD Dispensary,Jwala heri Dispensary,"ENT(Ear, Nose, Throat)/ CSOM",165,9/1/2016,September,Rohini,OPD,,Rohini
MCD Dispensary,Jwala heri Dispensary,Dental Problem/ Caries/ Cavity,154,9/1/2016,September,Rohini,OPD,,Rohini
MCD Dispensary,Jwala heri Dispensary,Eye Disease,143,9/1/2016,September,Rohini,OPD,,Rohini
MCD Dispensary,Jwala heri Dispensary,Upper Respectory Track Infection (URTI),111,9/1/2016,September,Rohini,OPD,,Rohini
MCD Dispensary,Jwala heri Dispensary,Urinary Tract Infection (UTI),62,9/1/2016,September,Rohini,OPD,,Rohini
MCD Dispensary,Jwala heri Dispensary,Anaemia,134,9/1/2016,September,Rohini,OPD,,Rohini
MCD Dispensary,Jwala heri Dispensary,Fever,291,10/1/2016,October,Rohini,OPD,,Rohini
MCD Dispensary,Jwala heri Dispensary,Acid Peptic Disease (APD),207,10/1/2016,October,Rohini,OPD,,Rohini
MCD Dispensary,Jwala heri Dispensary,Dental Problem/ Caries/ Cavity,168,10/1/2016,October,Rohini,OPD,,Rohini
MCD Dispensary,Jwala heri Dispensary,Eye Disease,144,10/1/2016,October,Rohini,OPD,,Rohini
MCD Dispensary,Jwala heri Dispensary,"ENT(Ear, Nose, Throat)/ CSOM",136,10/1/2016,October,Rohini,OPD,,Rohini
MCD Dispensary,Jwala heri Dispensary,Upper Respectory Track Infection (URTI),121,10/1/2016,October,Rohini,OPD,,Rohini
MCD Dispensary,Jwala heri Dispensary,Anaemia,116,10/1/2016,October,Rohini,OPD,,Rohini
MCD Dispensary,Jwala heri Dispensary,Pyoderma,105,10/1/2016,October,Rohini,OPD,,Rohini
MCD Dispensary,Jwala heri Dispensary,Lower Respiratory Tract Infection (LRTI),71,10/1/2016,October,Rohini,OPD,,Rohini
MCD Dispensary,Jwala heri Dispensary,Fever,234,11/1/2016,November,Rohini,OPD,,Rohini
MCD Dispensary,Jwala heri Dispensary,Acid Peptic Disease (APD),152,11/1/2016,November,Rohini,OPD,,Rohini
MCD Dispensary,Jwala heri Dispensary,"ENT(Ear, Nose, Throat)/ CSOM",132,11/1/2016,November,Rohini,OPD,,Rohini
MCD Dispensary,Jwala heri Dispensary,Eye Disease,128,11/1/2016,November,Rohini,OPD,,Rohini
MCD Dispensary,Jwala heri Dispensary,Upper Respectory Track Infection (URTI),117,11/1/2016,November,Rohini,OPD,,Rohini
MCD Dispensary,Jwala heri Dispensary,Anaemia,106,11/1/2016,November,Rohini,OPD,,Rohini
MCD Dispensary,Jwala heri Dispensary,Dental Problem/ Caries/ Cavity,104,11/1/2016,November,Rohini,OPD,,Rohini
MCD Dispensary,Jwala heri Dispensary,Pyoderma,91,11/1/2016,November,Rohini,OPD,,Rohini
MCD Dispensary,Jwala heri Dispensary,Lower Respiratory Tract Infection (LRTI),66,11/1/2016,November,Rohini,OPD,,Rohini
MCD Dispensary,Jwala heri Dispensary,Pyoderma,167,12/1/2016,December,Rohini,OPD,,Rohini
MCD Dispensary,Jwala heri Dispensary,Fever,142,12/1/2016,December,Rohini,OPD,,Rohini
